sample_hap_chrom	sample_hap	sample	hap	chrom	start	end	len	project	gapless	CL	filterflag
NA18906_Mat_chr3	NA18906_Mat	NA18906	Mat	chr3	90303957	93945285	3641328	HPRC	0	198564724	1
NA18906_Pat_chr3	NA18906_Pat	NA18906	Pat	chr3	90240542	95379661	5139119	HPRC	0	200317727	1
NA20129_Mat_chr3	NA20129_Mat	NA20129	Mat	chr3	90351250	95839854	5488604	HPRC	0	200484313	1
NA20129_Pat_chr3	NA20129_Pat	NA20129	Pat	chr3	90326978	92082641	1755663	HPRC	0	196751715	1
NA21309_Mat_chr3	NA21309_Mat	NA21309	Mat	chr3	90181419	95195206	5013787	HPRC	0	200055444	1
NA21309_Pat_chr3	NA21309_Pat	NA21309	Pat	chr3	90302137	97230529	6928392	HPRC	0	202022809	1
HG00358_hap1_chr3	HG00358_hap1	HG00358	hap1	chr3	90355520	96721629	6366109	HGSVC	1	201615328	0
HG01457_hap2_chr3	HG01457_hap2	HG01457	hap2	chr3	90310027	95215610	4905583	HGSVC	1	199853922	0
HG01505_hap1_chr3	HG01505_hap1	HG01505	hap1	chr3	90339016	95946894	5607878	HGSVC	1	200647463	0
HG02554_hap2_chr3	HG02554_hap2	HG02554	hap2	chr3	90179846	95673181	5493335	HGSVC	0	200432182	1
HG02666_hap2_chr3	HG02666_hap2	HG02666	hap2	chr3	90370466	97646922	7276456	HGSVC	0	202497018	1
HG02953_hap1_chr3	HG02953_hap1	HG02953	hap1	chr3	90325770	96694299	6368529	HGSVC	0	201187991	1
HG03248_hap1_chr3	HG03248_hap1	HG03248	hap1	chr3	90345123	97927603	7582480	HGSVC	0	202543032	1
NA18989_hap1_chr3	NA18989_hap1	NA18989	hap1	chr3	90288024	97885914	7597890	HGSVC	1	202746442	0
NA19317_hap1_chr3	NA19317_hap1	NA19317	hap1	chr3	90336866	96711616	6374750	HGSVC	1	201464271	0
NA19331_hap1_chr3	NA19331_hap1	NA19331	hap1	chr3	90299355	96829168	6529813	HGSVC	1	201478483	0
NA19347_hap1_chr3	NA19347_hap1	NA19347	hap1	chr3	90337284	98610833	8273549	HGSVC	1	203291163	0
NA19384_hap1_chr3	NA19384_hap1	NA19384	hap1	chr3	90279676	95438272	5158596	HGSVC	1	200089831	0
HG00731_hap2_chr3	HG00731_hap2	HG00731	hap2	chr3	90319297	100844553	10525256	HGSVC	1	205672509	0
HG01596_hap1_chr3	HG01596_hap1	HG01596	hap1	chr3	90300528	99747686	9447158	HGSVC	1	204430482	0
HG01890_hap2_chr3	HG01890_hap2	HG01890	hap2	chr3	90255147	97888087	7632940	HGSVC	0	202792100	1
HG02011_hap1_chr3	HG02011_hap1	HG02011	hap1	chr3	90337943	101099538	10761595	HGSVC	1	205856562	0
HG02492_hap1_chr3	HG02492_hap1	HG02492	hap1	chr3	90336304	97554687	7218383	HGSVC	0	202327816	1
HG03009_hap1_chr3	HG03009_hap1	HG03009	hap1	chr3	90290680	96975525	6684845	HGSVC	1	201639000	0
HG03065_hap1_chr3	HG03065_hap1	HG03065	hap1	chr3	90155289	97604731	7449442	HGSVC	1	202290403	0
HG03371_hap1_chr3	HG03371_hap1	HG03371	hap1	chr3	90336036	97848751	7512715	HGSVC	1	202458229	0
HG03456_hap1_chr3	HG03456_hap1	HG03456	hap1	chr3	90352119	96925801	6573682	HGSVC	1	201548543	0
NA18534_hap1_chr3	NA18534_hap1	NA18534	hap1	chr3	90369178	95663195	5294017	HGSVC	1	200357423	0
NA19650_hap1_chr3	NA19650_hap1	NA19650	hap1	chr3	90276198	97256960	6980762	HGSVC	1	202071397	0
NA19705_hap1_chr3	NA19705_hap1	NA19705	hap1	chr3	90277966	97503805	7225839	HGSVC	1	202162623	0
NA20509_hap1_chr3	NA20509_hap1	NA20509	hap1	chr3	90328958	95726931	5397973	HGSVC	1	200153664	0
NA24385_hap2_chr3	NA24385_hap2	NA24385	hap2	chr3	90269367	96735323	6465956	HGSVC	1	201313750	0
HG00096_hap1_chr3	HG00096_hap1	HG00096	hap1	chr3	90129839	96135849	6006010	HGSVC	1	200609330	0
HG00512_hap1_chr3	HG00512_hap1	HG00512	hap1	chr3	90183337	96796332	6612995	HGSVC	1	201414105	0
HG03732_hap1_chr3	HG03732_hap1	HG03732	hap1	chr3	90870448	98091434	7220986	HGSVC	0	202807326	1
NA19239_hap1_chr3	NA19239_hap1	NA19239	hap1	chr3	90329716	98263015	7933299	HGSVC	1	202802627	0
HG00171_hap1_chr3	HG00171_hap1	HG00171	hap1	chr3	90306673	100007404	9700731	HGSVC	1	204638442	0
HG00171_hap2_chr3	HG00171_hap2	HG00171	hap2	chr3	90078529	96457233	6378704	HGSVC	1	201395410	0
HG00268_hap1_chr3	HG00268_hap1	HG00268	hap1	chr3	90333401	95282788	4949387	HGSVC	1	200115091	0
HG00268_hap2_chr3	HG00268_hap2	HG00268	hap2	chr3	90337250	95992607	5655357	HGSVC	0	200591944	1
HG00358_hap2_chr3	HG00358_hap2	HG00358	hap2	chr3	90328207	98192329	7864122	HGSVC	1	202930502	0
HG00733_hap1_chr3	HG00733_hap1	HG00733	hap1	chr3	90319079	96410007	6090928	HGSVC	1	201235830	0
HG00733_hap2_chr3	HG00733_hap2	HG00733	hap2	chr3	90333636	98640165	8306529	HGSVC	1	203201519	0
HG01114_hap1_chr3	HG01114_hap1	HG01114	hap1	chr3	90320170	94713795	4393625	HGSVC	0	199147924	1
HG01114_hap2_chr3	HG01114_hap2	HG01114	hap2	chr3	90332177	97123584	6791407	HGSVC	0	201894708	1
HG01352_hap1_chr3	HG01352_hap1	HG01352	hap1	chr3	90330267	95877904	5547637	HGSVC	0	200474716	1
HG01352_hap2_chr3	HG01352_hap2	HG01352	hap2	chr3	90296660	95096192	4799532	HGSVC	1	199807981	0
HG01457_hap1_chr3	HG01457_hap1	HG01457	hap1	chr3	90364938	96319515	5954577	HGSVC	1	201049421	0
HG01505_hap2_chr3	HG01505_hap2	HG01505	hap2	chr3	90254603	96236430	5981827	HGSVC	1	201035778	0
HG01573_hap1_chr3	HG01573_hap1	HG01573	hap1	chr3	90259539	94969545	4710006	HGSVC	1	199520449	0
HG01573_hap2_chr3	HG01573_hap2	HG01573	hap2	chr3	90268221	94861369	4593148	HGSVC	1	199584509	0
HG02018_hap1_chr3	HG02018_hap1	HG02018	hap1	chr3	90315814	95873406	5557592	HGSVC	1	200324028	0
HG02018_hap2_chr3	HG02018_hap2	HG02018	hap2	chr3	90301716	95382323	5080607	HGSVC	0	200049702	1
HG02059_hap1_chr3	HG02059_hap1	HG02059	hap1	chr3	90339662	95779688	5440026	HGSVC	1	200456874	0
HG02059_hap2_chr3	HG02059_hap2	HG02059	hap2	chr3	90311990	95218035	4906045	HGSVC	1	199911595	0
HG02106_hap1_chr3	HG02106_hap1	HG02106	hap1	chr3	90307168	95143943	4836775	HGSVC	1	199833142	0
HG02106_hap2_chr3	HG02106_hap2	HG02106	hap2	chr3	90325401	96940761	6615360	HGSVC	1	201512421	0
HG02282_hap1_chr3	HG02282_hap1	HG02282	hap1	chr3	90343951	98704277	8360326	HGSVC	0	203336955	1
HG02282_hap2_chr3	HG02282_hap2	HG02282	hap2	chr3	90351706	98731864	8380158	HGSVC	0	203471740	1
HG02554_hap1_chr3	HG02554_hap1	HG02554	hap1	chr3	90178246	97249593	7071347	HGSVC	1	202076366	0
HG02587_hap1_chr3	HG02587_hap1	HG02587	hap1	chr3	90289660	97560723	7271063	HGSVC	0	202462734	1
HG02587_hap2_chr3	HG02587_hap2	HG02587	hap2	chr3	90271618	96971666	6700048	HGSVC	1	201649677	0
HG02666_hap1_chr3	HG02666_hap1	HG02666	hap1	chr3	90321387	97182371	6860984	HGSVC	0	201684663	1
HG02769_hap1_chr3	HG02769_hap1	HG02769	hap1	chr3	90188062	97125159	6937097	HGSVC	0	201599395	1
HG02769_hap2_chr3	HG02769_hap2	HG02769	hap2	chr3	89987582	95766328	5778746	HGSVC	0	200490894	1
HG02818_hap1_chr3	HG02818_hap1	HG02818	hap1	chr3	90261931	96542618	6280687	HGSVC	0	201206242	1
HG02818_hap2_chr3	HG02818_hap2	HG02818	hap2	chr3	90191925	97824647	7632722	HGSVC	0	202855334	1
HG02953_hap2_chr3	HG02953_hap2	HG02953	hap2	chr3	90291125	101240164	10949039	HGSVC	0	205978471	1
HG03248_hap2_chr3	HG03248_hap2	HG03248	hap2	chr3	90248386	95704884	5456498	HGSVC	0	200480213	1
HG03452_hap1_chr3	HG03452_hap1	HG03452	hap1	chr3	90337404	94939364	4601960	HGSVC	0	199689172	1
HG03452_hap2_chr3	HG03452_hap2	HG03452	hap2	chr3	90258016	94758179	4500163	HGSVC	0	199338493	1
HG03520_hap1_chr3	HG03520_hap1	HG03520	hap1	chr3	90338758	96848473	6509715	HGSVC	0	201321461	1
HG03520_hap2_chr3	HG03520_hap2	HG03520	hap2	chr3	90259244	93657572	3398328	HGSVC	0	198321771	1
HG03683_hap1_chr3	HG03683_hap1	HG03683	hap1	chr3	90331110	96118347	5787237	HGSVC	0	200723034	1
HG03683_hap2_chr3	HG03683_hap2	HG03683	hap2	chr3	90366218	96347212	5980994	HGSVC	1	201330682	0
HG03807_hap1_chr3	HG03807_hap1	HG03807	hap1	chr3	90320987	95389281	5068294	HGSVC	1	200127852	0
HG03807_hap2_chr3	HG03807_hap2	HG03807	hap2	chr3	90345872	97145078	6799206	HGSVC	1	201799425	0
HG04036_hap1_chr3	HG04036_hap1	HG04036	hap1	chr3	90305644	94784396	4478752	HGSVC	1	199424374	0
HG04036_hap2_chr3	HG04036_hap2	HG04036	hap2	chr3	90347453	95878867	5531414	HGSVC	1	200530029	0
HG04217_hap1_chr3	HG04217_hap1	HG04217	hap1	chr3	90354347	96367885	6013538	HGSVC	1	201051025	0
HG04217_hap2_chr3	HG04217_hap2	HG04217	hap2	chr3	90310123	96900023	6589900	HGSVC	1	201555188	0
NA18989_hap2_chr3	NA18989_hap2	NA18989	hap2	chr3	90278264	96653577	6375313	HGSVC	1	201251034	0
NA19036_hap1_chr3	NA19036_hap1	NA19036	hap1	chr3	90273037	96503692	6230655	HGSVC	0	201197019	1
NA19036_hap2_chr3	NA19036_hap2	NA19036	hap2	chr3	90340404	96058748	5718344	HGSVC	0	200645661	1
NA19129_hap1_chr3	NA19129_hap1	NA19129	hap1	chr3	90291041	96287109	5996068	HGSVC	0	201228196	1
NA19129_hap2_chr3	NA19129_hap2	NA19129	hap2	chr3	90292206	96104766	5812560	HGSVC	1	200783609	0
NA19317_hap2_chr3	NA19317_hap2	NA19317	hap2	chr3	90292948	98222121	7929173	HGSVC	1	202928175	0
NA19331_hap2_chr3	NA19331_hap2	NA19331	hap2	chr3	90247503	96198444	5950941	HGSVC	1	200828395	0
NA19347_hap2_chr3	NA19347_hap2	NA19347	hap2	chr3	90326350	96358686	6032336	HGSVC	1	201048655	0
NA19384_hap2_chr3	NA19384_hap2	NA19384	hap2	chr3	90342020	96293946	5951926	HGSVC	1	201092674	0
NA19434_hap1_chr3	NA19434_hap1	NA19434	hap1	chr3	90285232	96425443	6140211	HGSVC	0	201048113	1
NA19434_hap2_chr3	NA19434_hap2	NA19434	hap2	chr3	90320137	96653753	6333616	HGSVC	0	201338388	1
NA19836_hap1_chr3	NA19836_hap1	NA19836	hap1	chr3	90323966	95298884	4974918	HGSVC	1	200172440	0
NA19836_hap2_chr3	NA19836_hap2	NA19836	hap2	chr3	90335627	97986461	7650834	HGSVC	0	202768767	1
NA19983_hap1_chr3	NA19983_hap1	NA19983	hap1	chr3	90353120	97172232	6819112	HGSVC	0	201860522	1
NA19983_hap2_chr3	NA19983_hap2	NA19983	hap2	chr3	90293763	96217720	5923957	HGSVC	1	200896077	0
NA20355_hap1_chr3	NA20355_hap1	NA20355	hap1	chr3	90281689	99122411	8840722	HGSVC	0	204083567	1
NA20355_hap2_chr3	NA20355_hap2	NA20355	hap2	chr3	90330210	97461148	7130938	HGSVC	0	202271329	1
NA21487_hap1_chr3	NA21487_hap1	NA21487	hap1	chr3	90276661	95203303	4926642	HGSVC	0	199764110	1
NA21487_hap2_chr3	NA21487_hap2	NA21487	hap2	chr3	90396641	97804497	7407856	HGSVC	0	202426034	1
HG00731_hap1_chr3	HG00731_hap1	HG00731	hap1	chr3	90335420	96421452	6086032	HGSVC	1	201154110	0
HG01596_hap2_chr3	HG01596_hap2	HG01596	hap2	chr3	90306935	95436817	5129882	HGSVC	1	200048703	0
HG01890_hap1_chr3	HG01890_hap1	HG01890	hap1	chr3	90329184	96530661	6201477	HGSVC	1	201208367	0
HG02011_hap2_chr3	HG02011_hap2	HG02011	hap2	chr3	90311436	97489389	7177953	HGSVC	0	202343826	1
HG02492_hap2_chr3	HG02492_hap2	HG02492	hap2	chr3	90338807	97724779	7385972	HGSVC	0	202583683	1
HG03009_hap2_chr3	HG03009_hap2	HG03009	hap2	chr3	90322537	96436450	6113913	HGSVC	1	201134036	0
HG03065_hap2_chr3	HG03065_hap2	HG03065	hap2	chr3	90235847	96512002	6276155	HGSVC	0	201153689	1
HG03371_hap2_chr3	HG03371_hap2	HG03371	hap2	chr3	90742968	95489016	4746048	HGSVC	1	200494103	0
HG03456_hap2_chr3	HG03456_hap2	HG03456	hap2	chr3	90342459	95690081	5347622	HGSVC	0	200463464	1
NA18534_hap2_chr3	NA18534_hap2	NA18534	hap2	chr3	90355565	95259579	4904014	HGSVC	1	200011583	0
NA19650_hap2_chr3	NA19650_hap2	NA19650	hap2	chr3	90368426	97142741	6774315	HGSVC	1	201727645	0
NA19705_hap2_chr3	NA19705_hap2	NA19705	hap2	chr3	90319859	94922081	4602222	HGSVC	1	199697888	0
NA20509_hap2_chr3	NA20509_hap2	NA20509	hap2	chr3	90300032	95714466	5414434	HGSVC	1	200180155	0
NA20847_hap1_chr3	NA20847_hap1	NA20847	hap1	chr3	90323497	94759747	4436250	HGSVC	0	199566849	1
NA20847_hap2_chr3	NA20847_hap2	NA20847	hap2	chr3	90383113	95881156	5498043	HGSVC	1	200674519	0
NA24385_hap1_chr3	NA24385_hap1	NA24385	hap1	chr3	90187400	96229801	6042401	HGSVC	1	200901228	0
HG00096_hap2_chr3	HG00096_hap2	HG00096	hap2	chr3	90294001	95907366	5613365	HGSVC	1	200408030	0
HG00512_hap2_chr3	HG00512_hap2	HG00512	hap2	chr3	90277420	96570367	6292947	HGSVC	0	201250965	1
HG00513_hap1_chr3	HG00513_hap1	HG00513	hap1	chr3	90212047	95409966	5197919	HGSVC	0	200086710	1
HG00513_hap2_chr3	HG00513_hap2	HG00513	hap2	chr3	90235380	95950748	5715368	HGSVC	1	200670732	0
HG00514_hap1_chr3	HG00514_hap1	HG00514	hap1	chr3	90340854	96118894	5778040	HGSVC	0	201249935	1
HG00514_hap2_chr3	HG00514_hap2	HG00514	hap2	chr3	90332830	95553300	5220470	HGSVC	1	200307361	0
HG00732_hap1_chr3	HG00732_hap1	HG00732	hap1	chr3	90068258	98386095	8317837	HGSVC	1	203118154	0
HG00732_hap2_chr3	HG00732_hap2	HG00732	hap2	chr3	90328518	96164471	5835953	HGSVC	1	200729887	0
HG00864_hap1_chr3	HG00864_hap1	HG00864	hap1	chr3	90342721	95316784	4974063	HGSVC	1	199933388	0
HG00864_hap2_chr3	HG00864_hap2	HG00864	hap2	chr3	90341294	95551089	5209795	HGSVC	1	200248740	0
HG03732_hap2_chr3	HG03732_hap2	HG03732	hap2	chr3	90267851	95838040	5570189	HGSVC	0	200614154	1
NA12329_hap1_chr3	NA12329_hap1	NA12329	hap1	chr3	90339133	96155337	5816204	HGSVC	0	200995352	1
NA12329_hap2_chr3	NA12329_hap2	NA12329	hap2	chr3	90332441	96830279	6497838	HGSVC	1	201416310	0
NA18939_hap1_chr3	NA18939_hap1	NA18939	hap1	chr3	90245334	95869405	5624071	HGSVC	1	200352918	0
NA18939_hap2_chr3	NA18939_hap2	NA18939	hap2	chr3	90219529	95677086	5457557	HGSVC	1	200219643	0
NA19238_hap1_chr3	NA19238_hap1	NA19238	hap1	chr3	90291915	96209303	5917388	HGSVC	0	200973587	1
NA19238_hap2_chr3	NA19238_hap2	NA19238	hap2	chr3	90276721	98750795	8474074	HGSVC	0	203620402	1
NA19239_hap2_chr3	NA19239_hap2	NA19239	hap2	chr3	90269118	96380693	6111575	HGSVC	1	201091387	0
NA19240_hap1_chr3	NA19240_hap1	NA19240	hap1	chr3	90239985	96352069	6112084	HGSVC	1	201047296	0
NA19240_hap2_chr3	NA19240_hap2	NA19240	hap2	chr3	90242008	98704545	8462537	HGSVC	1	203556938	0
CHM13#chr4	CHM13_-	CHM13	-	chr4	49057862	55303138	6245276	Ref	1	193574945	0
CN1#Mat#chr4	CN1_Mat	CN1	Mat	chr4	48888050	53149103	4261053	Ref	1	191418500	0
CN1#Pat#chr4	CN1_Pat	CN1	Pat	chr4	48910102	55066080	6155978	Ref	1	193388471	0
HG002#Mat#chr4	HG002_Mat	HG002	Mat	chr4	49229638	53502331	4272693	Ref	1	191670063	0
HG002#Pat#chr4	HG002_Pat	HG002	Pat	chr4	49182829	54080946	4898117	Ref	1	192384391	0
YAO#Mat#chr4	YAO_Mat	YAO	Mat	chr4	49091697	55389963	6298266	Ref	1	193663284	0
YAO#Pat#chr4	YAO_Pat	YAO	Pat	chr4	49022745	53549538	4526793	Ref	1	191838926	0
C001-CHA-E01#Mat#chr4	C001-CHA-E01_Mat	C001-CHA-E01	Mat	chr4	49273474	52892814	3619340	APG	1	191189009	0
C002-CHA-E02#Mat#chr4	C002-CHA-E02_Mat	C002-CHA-E02	Mat	chr4	49002284	53897656	4895372	APG	1	192219525	0
C003-CHA-E03#Mat#chr4	C003-CHA-E03_Mat	C003-CHA-E03	Mat	chr4	49044552	52537048	3492496	APG	1	190876182	0
C004-CHA-E04#Mat#chr4	C004-CHA-E04_Mat	C004-CHA-E04	Mat	chr4	48921990	53044672	4122682	APG	1	191292763	0
C005-CHA-E05#Mat#chr4	C005-CHA-E05_Mat	C005-CHA-E05	Mat	chr4	49191916	54221907	5029991	APG	1	192576520	0
C006-CHA-E06#Mat#chr4	C006-CHA-E06_Mat	C006-CHA-E06	Mat	chr4	49021195	52937096	3915901	APG	1	191151327	0
C007-CHA-E07#Mat#chr4	C007-CHA-E07_Mat	C007-CHA-E07	Mat	chr4	49072766	54115810	5043044	APG	1	192383925	0
C008-CHA-E08#Mat#chr4	C008-CHA-E08_Mat	C008-CHA-E08	Mat	chr4	48837770	53015006	4177236	APG	1	191233278	0
C009-CHA-E09#Mat#chr4	C009-CHA-E09_Mat	C009-CHA-E09	Mat	chr4	48937587	52457635	3520048	APG	1	190250404	0
C010-CHA-E10#Mat#chr4	C010-CHA-E10_Mat	C010-CHA-E10	Mat	chr4	48888954	54063852	5174898	APG	1	192303418	0
C011-CHA-E11#Mat#chr4	C011-CHA-E11_Mat	C011-CHA-E11	Mat	chr4	49176741	53676386	4499645	APG	1	191856833	0
C012-CHA-E12#Mat#chr4	C012-CHA-E12_Mat	C012-CHA-E12	Mat	chr4	49009579	53036067	4026488	APG	1	191253731	0
C013-CHA-E13#Mat#chr4	C013-CHA-E13_Mat	C013-CHA-E13	Mat	chr4	49103123	52503889	3400766	APG	1	190848228	0
C014-CHA-E14#Mat#chr4	C014-CHA-E14_Mat	C014-CHA-E14	Mat	chr4	49222009	54646632	5424623	APG	1	192955390	0
C015-CHA-E15#Mat#chr4	C015-CHA-E15_Mat	C015-CHA-E15	Mat	chr4	49124121	55949488	6825367	APG	1	194163535	0
C016-CHA-E16#Mat#chr4	C016-CHA-E16_Mat	C016-CHA-E16	Mat	chr4	49087288	52050696	2963408	APG	1	190436327	0
C017-CHA-E17#Mat#chr4	C017-CHA-E17_Mat	C017-CHA-E17	Mat	chr4	49049971	52237751	3187780	APG	1	190670690	0
C018-CHA-E18#Mat#chr4	C018-CHA-E18_Mat	C018-CHA-E18	Mat	chr4	49127462	55035452	5907990	APG	1	193241995	0
C019-CHA-E19#Mat#chr4	C019-CHA-E19_Mat	C019-CHA-E19	Mat	chr4	49085059	55829098	6744039	APG	1	194154422	0
C020-CHA-E20#Mat#chr4	C020-CHA-E20_Mat	C020-CHA-E20	Mat	chr4	49312972	53784087	4471115	APG	1	192063769	0
C021-CHA-S01#Mat#chr4	C021-CHA-S01_Mat	C021-CHA-S01	Mat	chr4	49203670	53575516	4371846	APG	1	191664467	0
C021-CHA-S01_2#Mat#chr4	C021-CHA-S01_2_Mat	C021-CHA-S01_2	Mat	chr4	49197953	54123390	4925437	APG	1	192313270	0
C022-CHA-S02#Mat#chr4	C022-CHA-S02_Mat	C022-CHA-S02	Mat	chr4	49010668	57094578	8083910	APG	1	195291353	0
C022-CHA-S02_2#Mat#chr4	C022-CHA-S02_2_Mat	C022-CHA-S02_2	Mat	chr4	48913746	53753068	4839322	APG	1	192101822	0
C023-CHA-S03#Mat#chr4	C023-CHA-S03_Mat	C023-CHA-S03	Mat	chr4	49177131	54476461	5299330	APG	1	192776772	0
C023-CHA-S03_2#Mat#chr4	C023-CHA-S03_2_Mat	C023-CHA-S03_2	Mat	chr4	48859212	55985612	7126400	APG	1	194340918	0
C024-CHA-S04#Mat#chr4	C024-CHA-S04_Mat	C024-CHA-S04	Mat	chr4	49083261	53531909	4448648	APG	1	191773864	0
C024-CHA-S04_2#Mat#chr4	C024-CHA-S04_2_Mat	C024-CHA-S04_2	Mat	chr4	48930101	54350295	5420194	APG	1	192647426	0
C025-CHA-S05#Mat#chr4	C025-CHA-S05_Mat	C025-CHA-S05	Mat	chr4	49180760	53729996	4549236	APG	1	191898736	0
C026-CHA-S06#Mat#chr4	C026-CHA-S06_Mat	C026-CHA-S06	Mat	chr4	49190925	55020194	5829269	APG	1	193114499	0
C027-CHA-S07#Mat#chr4	C027-CHA-S07_Mat	C027-CHA-S07	Mat	chr4	49125440	54139128	5013688	APG	1	192373689	0
C028-CHA-S08#Mat#chr4	C028-CHA-S08_Mat	C028-CHA-S08	Mat	chr4	49051858	53076200	4024342	APG	1	191268364	0
C029-CHA-S09#Mat#chr4	C029-CHA-S09_Mat	C029-CHA-S09	Mat	chr4	49054484	54047853	4993369	APG	1	192267182	0
C030-CHA-S10#Mat#chr4	C030-CHA-S10_Mat	C030-CHA-S10	Mat	chr4	49007715	54852139	5844424	APG	1	193205711	0
C035-CHA-S15#Mat#chr4	C035-CHA-S15_Mat	C035-CHA-S15	Mat	chr4	49446599	53371073	3924474	APG	1	191540672	0
C036-CHA-S16#Mat#chr4	C036-CHA-S16_Mat	C036-CHA-S16	Mat	chr4	48936270	55723988	6787718	APG	1	194092175	0
C037-CHA-S17#Mat#chr4	C037-CHA-S17_Mat	C037-CHA-S17	Mat	chr4	49014030	53684635	4670605	APG	1	191794806	0
C038-CHA-S18#Mat#chr4	C038-CHA-S18_Mat	C038-CHA-S18	Mat	chr4	48967958	54334987	5367029	APG	1	192659952	0
C039-CHA-S19#Mat#chr4	C039-CHA-S19_Mat	C039-CHA-S19	Mat	chr4	49131679	55046656	5914977	APG	1	193305443	0
C040-CHA-S20#Mat#chr4	C040-CHA-S20_Mat	C040-CHA-S20	Mat	chr4	49108020	53442888	4334868	APG	1	191682246	0
C041-CHA-N01#Mat#chr4	C041-CHA-N01_Mat	C041-CHA-N01	Mat	chr4	49453946	54029617	4575671	APG	1	192323356	0
C042-CHA-N02#Mat#chr4	C042-CHA-N02_Mat	C042-CHA-N02	Mat	chr4	49018686	53268295	4249609	APG	1	191654761	0
C043-CHA-N03#Mat#chr4	C043-CHA-N03_Mat	C043-CHA-N03	Mat	chr4	49088709	52862104	3773395	APG	1	191172467	0
C044-CHA-N04#Mat#chr4	C044-CHA-N04_Mat	C044-CHA-N04	Mat	chr4	49150053	54941642	5791589	APG	1	193179948	0
C045-CHA-N05#Mat#chr4	C045-CHA-N05_Mat	C045-CHA-N05	Mat	chr4	49013073	53593318	4580245	APG	1	191889109	0
C046-CHA-N06#Mat#chr4	C046-CHA-N06_Mat	C046-CHA-N06	Mat	chr4	49066330	53543952	4477622	APG	1	191753277	0
C047-CHA-N07#Mat#chr4	C047-CHA-N07_Mat	C047-CHA-N07	Mat	chr4	49192028	53658286	4466258	APG	1	192005567	0
C048-CHA-N08#Mat#chr4	C048-CHA-N08_Mat	C048-CHA-N08	Mat	chr4	49231858	53677546	4445688	APG	1	191939639	0
C049-CHA-N09#Mat#chr4	C049-CHA-N09_Mat	C049-CHA-N09	Mat	chr4	49026843	53257307	4230464	APG	1	191369909	0
C050-CHA-N10#Mat#chr4	C050-CHA-N10_Mat	C050-CHA-N10	Mat	chr4	49076577	53262126	4185549	APG	1	191452821	0
C051-CHA-N11#Mat#chr4	C051-CHA-N11_Mat	C051-CHA-N11	Mat	chr4	48997383	54419696	5422313	APG	1	192832873	0
C052-CHA-N12#Mat#chr4	C052-CHA-N12_Mat	C052-CHA-N12	Mat	chr4	48967075	53685023	4717948	APG	1	191933492	0
C053-CHA-N13#Mat#chr4	C053-CHA-N13_Mat	C053-CHA-N13	Mat	chr4	49233679	54366132	5132453	APG	1	192828047	0
C054-CHA-N14#Mat#chr4	C054-CHA-N14_Mat	C054-CHA-N14	Mat	chr4	49053572	54771651	5718079	APG	1	193174330	0
C055-CHA-N15#Mat#chr4	C055-CHA-N15_Mat	C055-CHA-N15	Mat	chr4	49212250	53513326	4301076	APG	1	191791404	0
C056-CHA-N16#Mat#chr4	C056-CHA-N16_Mat	C056-CHA-N16	Mat	chr4	49147748	57310034	8162286	APG	1	195576070	0
C057-CHA-N17#Mat#chr4	C057-CHA-N17_Mat	C057-CHA-N17	Mat	chr4	49257049	55812182	6555133	APG	1	194046191	0
C058-CHA-N18#Mat#chr4	C058-CHA-N18_Mat	C058-CHA-N18	Mat	chr4	49589868	54071337	4481469	APG	1	192472615	0
C059-CHA-N19#Mat#chr4	C059-CHA-N19_Mat	C059-CHA-N19	Mat	chr4	48946203	54803678	5857475	APG	1	193269530	0
C060-CHA-N20#Mat#chr4	C060-CHA-N20_Mat	C060-CHA-N20	Mat	chr4	49106242	53654076	4547834	APG	1	191896672	0
C061-CHA-NE01#Mat#chr4	C061-CHA-NE01_Mat	C061-CHA-NE01	Mat	chr4	49293689	53458851	4165162	APG	1	191786103	0
C062-CHA-NE02#Mat#chr4	C062-CHA-NE02_Mat	C062-CHA-NE02	Mat	chr4	49008187	54970051	5961864	APG	1	193299672	0
C063-CHA-NE03#Mat#chr4	C063-CHA-NE03_Mat	C063-CHA-NE03	Mat	chr4	49029801	52569479	3539678	APG	1	190920320	0
C064-CHA-NE04#Mat#chr4	C064-CHA-NE04_Mat	C064-CHA-NE04	Mat	chr4	49478149	54987980	5509831	APG	1	193395798	0
C065-CHA-NE05#Mat#chr4	C065-CHA-NE05_Mat	C065-CHA-NE05	Mat	chr4	49063714	52345548	3281834	APG	0	190574125	1
C066-CHA-NE06#Mat#chr4	C066-CHA-NE06_Mat	C066-CHA-NE06	Mat	chr4	48946562	51941596	2995034	APG	1	190288382	0
C067-CHA-NE07#Mat#chr4	C067-CHA-NE07_Mat	C067-CHA-NE07	Mat	chr4	49090527	52512223	3421696	APG	1	190592512	0
C068-CHA-NE08#Mat#chr4	C068-CHA-NE08_Mat	C068-CHA-NE08	Mat	chr4	49069648	56460031	7390383	APG	1	194777791	0
C069-CHA-NE09#Mat#chr4	C069-CHA-NE09_Mat	C069-CHA-NE09	Mat	chr4	49142923	51955932	2813009	APG	1	190321993	0
C070-CHA-NE10#Mat#chr4	C070-CHA-NE10_Mat	C070-CHA-NE10	Mat	chr4	49203277	55138320	5935043	APG	1	193284859	0
C071-CHA-NE11#Mat#chr4	C071-CHA-NE11_Mat	C071-CHA-NE11	Mat	chr4	49087741	51936444	2848703	APG	1	190000390	0
